country,ID,family_importance,friends_importance,leisure_importance,work_importance,freedom,life_satisfaction,financial_satisfaction,religiousity,political_scale,sex,birthyear,age,marital_status,employment
NZL,554070289,1,2,2,1,7,8,6,Not a religious person,4,Male,1951,68,Married,Full time
NZL,554070290,3,2,1,3,6,4,4,An atheist,,Female,1965,54,Married,Full time
NZL,554070291,2,2,2,2,8,9,10,Not a religious person,,Male,1953,66,Married,Retired/pensioned
NZL,554070292,1,2,2,1,2,3,3,Not a religious person,8,Male,1961,58,Married,Full time
NZL,554070293,1,2,2,1,8,7,7,A religious person,,Female,1969,50,Married,Full time
NZL,554070294,1,2,2,2,7,7,5,A religious person,,Female,1934,85,Widowed,Retired/pensioned
NZL,554070295,1,1,2,3,3,7,8,A religious person,9,Female,1947,72,Married,Retired/pensioned
NZL,554070296,1,1,1,2,8,7,5,An atheist,5,Female,1971,48,Married,Full time
NZL,554070297,1,2,2,2,5,5,3,A religious person,6,Female,1935,84,Widowed,Other
NZL,554070298,2,2,1,2,6,8,8,A religious person,,Male,1959,60,Living together as married,Full time
NZL,554070299,1,1,1,4,8,7,8,An atheist,10,Female,1960,59,Married,Homemaker not otherwise employed
NZL,554070300,1,1,2,2,7,8,9,A religious person,4,Female,1962,57,Single,Part time
NZL,554070301,1,1,1,1,9,7,8,Not a religious person,7,Female,1957,62,Married,Part time
NZL,554070302,1,1,1,,8,8,8,Not a religious person,5,Female,1960,59,Married,Full time
NZL,554070303,1,1,1,1,10,9,5,Not a religious person,,Female,1975,44,Single,Full time
NZL,554070304,2,3,2,2,7,8,8,A religious person,,Male,1943,76,Single,Unemployed
NZL,554070305,1,2,1,2,9,7,7,Not a religious person,5,Male,1984,35,Married,Full time
NZL,554070306,1,4,2,1,10,10,10,An atheist,5,Male,1970,49,Married,Full time
NZL,554070307,1,3,1,2,6,4,4,Not a religious person,7,Male,1972,47,Married,Full time
NZL,554070308,1,1,1,2,9,9,9,A religious person,3,Male,1975,44,Married,Full time
NZL,554070309,1,1,2,2,5,7,9,Not a religious person,10,Female,1961,58,Married,Full time
NZL,554070310,1,2,2,2,9,9,8,A religious person,,Female,1954,65,Married,Retired/pensioned
NZL,554070311,2,2,1,4,9,9,8,Not a religious person,3,Male,1950,69,Married,Retired/pensioned
NZL,554070312,1,1,1,1,5,6,4,Not a religious person,,Female,1961,58,Single,Part time
NZL,554070313,1,1,1,4,7,8,8,An atheist,5,Female,1951,68,Married,Retired/pensioned
NZL,554070314,1,1,1,1,9,8,8,Not a religious person,5,Male,1970,49,Married,Full time
NZL,554070315,1,2,2,1,,,,A religious person,6,Male,1949,70,,Part time
NZL,554070316,1,2,3,3,10,8,5,A religious person,,,,,Widowed,Retired/pensioned
NZL,554070317,1,1,1,2,7,8,6,Don't know,3,Female,1960,59,Married,Part time
NZL,554070318,1,1,2,2,8,8,7,A religious person,9,Male,1941,78,Widowed,Retired/pensioned
NZL,554070319,1,1,2,2,9,10,8,A religious person,,Female,1942,77,Married,Unemployed
NZL,554070320,1,1,1,3,9,10,10,A religious person,5,Female,1959,60,Married,Retired/pensioned
NZL,554070321,1,2,1,1,4,4,4,Not a religious person,10,Female,1953,66,Married,Full time
NZL,554070322,1,1,1,,8,8,8,A religious person,,Female,1943,76,Widowed,Retired/pensioned
NZL,554070323,1,2,2,3,8,9,10,An atheist,2,Female,1973,46,Married,Homemaker not otherwise employed
NZL,554070324,1,1,1,2,8,9,7,Not a religious person,3,Female,1952,67,Living together as married,Retired/pensioned
NZL,554070325,1,1,1,2,9,9,9,Not a religious person,9,Female,1953,66,Married,Retired/pensioned
NZL,554070326,1,2,2,1,9,8,8,Not a religious person,6,Male,1934,85,Married,Retired/pensioned
NZL,554070327,1,1,3,1,3,4,7,Not a religious person,7,Male,1973,46,Divorced,Full time
NZL,554070328,1,1,2,3,9,8,8,Not a religious person,3,Female,1955,64,Married,Retired/pensioned
NZL,554070329,1,3,2,2,9,7,8,An atheist,,Male,1969,50,Married,Part time
NZL,554070330,1,2,2,1,10,10,10,,5,Female,1931,88,Single,
NZL,554070331,1,1,1,1,10,10,9,Don't know,7,Female,1961,58,Married,Part time
NZL,554070332,1,1,2,2,9,9,8,A religious person,,Female,1940,79,Widowed,Retired/pensioned
NZL,554070333,1,1,1,4,7,8,8,Not a religious person,7,Female,1945,74,Married,Retired/pensioned
NZL,554070334,1,2,2,4,7,8,9,A religious person,5,Female,1936,83,Widowed,
NZL,554070335,1,2,3,3,7,8,1,A religious person,8,Female,1947,72,Married,Retired/pensioned
NZL,554070336,,,,,8,8,5,A religious person,5,Male,1956,63,Married,Full time
NZL,554070337,1,1,1,1,3,3,3,Not a religious person,6,Male,1957,62,Married,Full time
NZL,554070338,1,1,1,2,9,6,4,An atheist,4,Male,1984,35,Living together as married,Full time
NZL,554070339,1,1,2,1,7,8,8,A religious person,8,Female,1936,83,Widowed,Retired/pensioned
NZL,554070340,1,1,2,1,5,8,3,Not a religious person,,Female,1978,41,Living together as married,Full time
NZL,554070341,1,1,1,2,10,10,10,Not a religious person,6,Male,1954,65,Married,Retired/pensioned
NZL,554070342,3,3,1,4,7,8,8,Not a religious person,3,Male,1941,78,Widowed,Retired/pensioned
NZL,554070343,1,1,1,2,10,9,9,A religious person,7,Male,1969,50,Married,Full time
NZL,554070344,2,2,2,2,7,5,5,Not a religious person,2,Female,1951,68,Separated,Part time
NZL,554070345,1,2,1,1,8,6,4,Not a religious person,3,Female,1970,49,Married,Student
NZL,554070346,1,,1,1,9,9,8,An atheist,,Male,1948,71,Married,Retired/pensioned
NZL,554070347,1,1,1,1,10,10,9,An atheist,,Female,1989,30,Living together as married,Full time
NZL,554070348,,,,,,,,Not a religious person,,Female,1934,85,,Retired/pensioned
NZL,554070349,1,1,1,3,10,10,8,Not a religious person,7,Female,1957,62,Married,Homemaker not otherwise employed
NZL,554070350,1,2,2,1,7,7,6,A religious person,9,Male,1944,75,Married,
NZL,554070351,1,2,1,1,9,9,8,An atheist,7,Male,1960,59,Married,Full time
NZL,554070352,1,2,2,1,5,10,2,Don't know,5,Female,1952,67,Married,Retired/pensioned
NZL,554070353,2,2,2,3,9,9,10,Not a religious person,10,Female,1954,65,Married,Self employed
NZL,554070354,1,2,2,3,9,9,9,Not a religious person,4,Female,1950,69,Married,Retired/pensioned
NZL,554070355,1,1,1,2,8,6,6,A religious person,5,Female,1940,79,Married,Retired/pensioned
NZL,554070356,1,1,2,4,6,7,8,A religious person,8,Female,1953,66,Married,Retired/pensioned
NZL,554070357,1,1,1,4,10,10,9,Don't know,8,Female,1954,65,Married,Retired/pensioned
NZL,554070358,1,2,2,4,10,10,10,A religious person,10,Female,1937,82,Widowed,Retired/pensioned
NZL,554070359,1,1,1,2,7,9,9,Not a religious person,8,Female,1949,70,Married,Full time
NZL,554070360,1,1,2,2,7,8,9,Not a religious person,3,Female,1981,38,Married,Part time
NZL,554070361,1,1,1,2,10,9,7,Not a religious person,5,Female,1970,49,Married,Full time
NZL,554070362,1,1,1,1,9,9,8,Not a religious person,4,Female,1988,31,Living together as married,Full time
NZL,554070363,1,2,2,2,10,9,10,A religious person,7,Male,1967,52,Married,Full time
NZL,554070364,1,1,2,2,7,8,6,Not a religious person,5,Female,1989,30,Married,Part time
NZL,554070365,1,1,,1,6,6,6,A religious person,6,Female,1945,74,Single,Homemaker not otherwise employed
NZL,554070366,1,1,1,1,10,10,10,A religious person,10,Female,1940,79,Married,Unemployed
NZL,554070367,1,2,1,2,9,8,8,A religious person,,Female,1969,50,Living together as married,Part time
NZL,554070368,1,1,2,2,7,6,4,A religious person,6,Male,1965,54,Single,Full time
NZL,554070369,1,1,1,1,8,8,5,A religious person,,Male,1963,56,Married,Full time
NZL,554070370,1,2,2,1,9,9,6,A religious person,10,Female,1966,53,Married,Part time
NZL,554070371,1,1,1,2,6,8,8,A religious person,8,Female,1961,58,Married,
NZL,554070372,1,1,1,1,7,7,4,A religious person,,Female,1955,64,Married,Full time
NZL,554070373,1,2,2,2,7,6,3,Not a religious person,,Male,1981,38,Married,Full time
NZL,554070374,2,1,1,2,8,8,8,An atheist,5,Male,1977,42,Single,Full time
NZL,554070375,1,2,2,1,8,8,3,Not a religious person,4,Male,1943,76,Living together as married,Retired/pensioned
NZL,554070376,1,1,1,2,,,,Don't know,4,,1950,69,,Full time
NZL,554070377,1,1,1,2,9,10,8,A religious person,,Female,1950,69,Single,Full time
NZL,554070378,1,1,1,1,8,5,5,A religious person,7,Female,1962,57,Single,Full time
NZL,554070379,1,1,2,4,8,8,5,An atheist,5,,,,Widowed,Retired/pensioned
NZL,554070380,1,1,1,1,,6,4,Not a religious person,,Male,1984,35,Single,Part time
NZL,554070381,1,1,2,4,10,10,10,Not a religious person,,Female,1943,76,Widowed,Retired/pensioned
NZL,554070382,1,2,2,2,9,8,5,A religious person,9,Male,1979,40,Married,Full time
NZL,554070383,1,1,1,2,8,8,8,Not a religious person,2,Female,1952,67,Married,Part time
NZL,554070384,1,2,2,2,8,9,8,An atheist,3,Male,1979,40,Married,Full time
NZL,554070385,1,1,2,2,6,6,8,A religious person,4,Male,1948,71,Married,Retired/pensioned
NZL,554070386,1,1,1,1,7,7,9,An atheist,3,Female,1966,53,Single,Full time
NZL,554070387,1,1,1,1,10,10,8,A religious person,,Female,1949,70,Single,Retired/pensioned
NZL,554070388,1,1,1,2,8,9,8,Not a religious person,7,Female,1957,62,Married,Full time
NZL,554070389,1,2,1,2,8,2,4,A religious person,9,Female,1996,23,Married,Full time
NZL,554070390,1,1,1,1,9,9,8,Not a religious person,,Male,1964,55,Married,Full time
NZL,554070391,1,1,2,2,6,6,4,An atheist,,Female,1969,50,Divorced,Part time
NZL,554070392,1,1,1,4,7,7,6,Don't know,8,Female,1950,69,Single,Retired/pensioned
NZL,554070393,1,1,1,2,10,10,10,Not a religious person,3,Female,1948,71,Married,Retired/pensioned
NZL,554070394,1,2,2,2,6,7,,Not a religious person,2,Female,1998,21,Single,Student
NZL,554070395,1,1,1,1,9,8,6,An atheist,3,Male,1995,24,Living together as married,Student
NZL,554070396,1,1,2,2,,,,Not a religious person,5,Female,1943,76,,Retired/pensioned
NZL,554070397,1,1,1,2,10,10,10,Not a religious person,7,Female,1948,71,Married,Retired/pensioned
NZL,554070398,1,1,2,3,5,6,5,A religious person,,Female,1980,39,Married,Unemployed
NZL,554070399,1,1,1,2,9,10,9,Not a religious person,7,Female,1955,64,Married,Full time
NZL,554070400,1,1,1,1,9,5,5,Not a religious person,7,Male,1966,53,Single,Full time
NZL,554070401,1,1,1,1,8,8,8,Not a religious person,5,Female,1971,48,Married,Part time
NZL,554070402,1,2,1,2,8,8,7,An atheist,3,Female,1973,46,Married,Full time
NZL,554070403,1,1,1,3,7,8,5,Not a religious person,2,Female,1962,57,Living together as married,Full time
NZL,554070404,,,,,8,8,5,A religious person,7,Male,1943,76,Married,Retired/pensioned
NZL,554070405,,,,,6,,,,,,,,Married,Retired/pensioned
NZL,554070406,1,2,1,2,8,8,8,An atheist,,Male,1959,60,Married,Full time
NZL,554070407,1,,,,,10,,Not a religious person,,Female,1940,79,Widowed,Retired/pensioned
NZL,554070408,1,2,1,2,7,8,7,Not a religious person,4,Male,1965,54,Married,Full time
NZL,554070409,1,2,1,2,10,6,8,An atheist,2,Male,1966,53,Married,Full time
NZL,554070410,1,1,2,2,9,9,8,An atheist,,Male,1990,29,Single,Full time
NZL,554070411,,2,3,2,6,6,4,Not a religious person,5,Male,1949,70,Single,Retired/pensioned
NZL,554070412,1,1,2,1,9,9,10,A religious person,3,Male,1957,62,Married,Full time
NZL,554070413,1,1,1,4,5,6,5,A religious person,9,Female,1942,77,Married,Retired/pensioned
NZL,554070414,1,1,2,3,5,4,7,A religious person,,Female,1933,86,Widowed,Retired/pensioned
NZL,554070415,1,1,1,2,8,8,10,Not a religious person,8,Female,1962,57,Married,Part time
NZL,554070416,4,2,1,2,6,4,7,An atheist,3,Female,1961,58,Living together as married,Part time
NZL,554070417,1,2,2,2,5,3,6,Not a religious person,,Female,1999,20,Living together as married,Unemployed
NZL,554070418,1,2,2,2,9,8,7,Not a religious person,,Female,1974,45,Married,Student
NZL,554070419,1,1,1,2,8,8,8,Don't know,4,Female,1965,54,Married,Full time
NZL,554070420,1,1,2,1,8,8,8,Don't know,8,Female,1954,65,Married,Part time
NZL,554070421,1,1,2,,8,9,9,Not a religious person,,Male,1945,74,Married,
NZL,554070422,1,1,1,1,8,9,7,A religious person,8,Male,1952,67,Married,Part time
NZL,554070423,1,2,2,1,7,8,9,Don't know,5,Female,1970,49,Married,Full time
NZL,554070424,1,1,2,2,6,8,8,Not a religious person,3,Male,1976,43,Married,Full time
NZL,554070425,1,1,1,2,10,9,9,Not a religious person,8,Male,1970,49,Married,Full time
NZL,554070426,1,2,3,1,9,8,7,Not a religious person,6,Male,1943,76,Single,Retired/pensioned
NZL,554070427,1,2,3,2,7,8,8,A religious person,4,Male,1957,62,Married,Part time
NZL,554070428,1,2,1,3,9,5,4,An atheist,7,Female,1950,69,Married,Part time
NZL,554070429,1,1,1,3,1,6,4,An atheist,1,Female,1988,31,Single,Unemployed
NZL,554070430,1,2,2,1,8,7,6,A religious person,5,Male,1956,63,Married,Full time
NZL,554070431,1,1,1,4,10,9,8,Not a religious person,6,Female,1939,80,Widowed,Retired/pensioned
NZL,554070432,1,2,1,4,10,10,10,Not a religious person,4,Male,1951,68,Married,Retired/pensioned
NZL,554070433,1,1,1,2,9,6,4,A religious person,,Female,1938,81,Widowed,Retired/pensioned
NZL,554070434,1,2,1,1,7,7,7,Not a religious person,8,Female,,,Married,Retired/pensioned
NZL,554070435,,,,,10,9,9,Not a religious person,3,Male,1946,73,Married,Unemployed
NZL,554070436,1,2,1,2,9,8,8,An atheist,,Female,1985,34,Married,Full time
NZL,554070437,1,1,2,2,8,7,7,A religious person,,Male,1965,54,Married,Part time
NZL,554070438,1,1,1,2,9,8,8,Don't know,,Female,1975,44,Living together as married,Homemaker not otherwise employed
NZL,554070439,1,1,1,1,8,8,6,Not a religious person,,Male,1960,59,Married,Full time
NZL,554070440,1,1,2,2,8,9,7,Not a religious person,9,Female,1949,70,Married,Retired/pensioned
NZL,554070441,,,,,8,7,7,A religious person,5,Female,1941,78,Widowed,Retired/pensioned
NZL,554070442,3,2,1,3,6,6,6,A religious person,5,Male,1952,67,Married,Unemployed
NZL,554070443,1,2,2,2,9,9,9,Not a religious person,4,Male,1985,34,Married,Full time
NZL,554070444,,,,,7,5,3,,3,Female,1964,55,Separated,Full time
NZL,554070445,1,1,1,2,7,8,5,A religious person,6,Female,1956,63,Married,Full time
NZL,554070446,1,2,1,2,8,6,1,Not a religious person,5,Female,1986,33,,Part time
NZL,554070447,1,3,1,2,7,8,5,Not a religious person,8,Female,1956,63,Married,Homemaker not otherwise employed
NZL,554070448,1,1,1,2,9,10,10,Not a religious person,5,Female,1945,74,Married,Retired/pensioned
NZL,554070449,1,1,1,2,8,7,3,Not a religious person,,Female,1972,47,Married,Homemaker not otherwise employed
NZL,554070450,1,1,2,2,2,5,5,A religious person,3,Male,1949,70,Married,Retired/pensioned
NZL,554070451,1,2,1,2,8,8,9,Not a religious person,10,Male,1965,54,Single,Retired/pensioned
NZL,554070452,1,1,2,1,7,10,7,A religious person,,Female,1968,51,Married,Full time
NZL,554070453,1,1,2,2,4,6,3,Not a religious person,3,Female,1966,53,Divorced,Part time
NZL,554070454,1,1,1,3,10,7,8,Not a religious person,,Male,1957,62,Married,Full time
NZL,554070455,4,1,1,2,9,6,7,Not a religious person,3,Female,1992,27,Living together as married,Full time
NZL,554070456,1,1,2,2,6,7,7,A religious person,5,Female,1971,48,Living together as married,Full time
NZL,554070457,1,1,1,3,4,6,6,Don't know,2,Female,1953,66,Single,Retired/pensioned
NZL,554070458,1,1,1,1,8,7,4,A religious person,5,Male,1968,51,Married,Full time
NZL,554070459,2,2,2,2,5,7,5,An atheist,,Female,1990,29,Married,Part time
NZL,554070460,2,1,2,4,7,5,5,,5,Male,1931,88,Living together as married,Retired/pensioned
NZL,554070461,1,2,1,2,10,3,3,Not a religious person,9,Male,1955,64,Married,Retired/pensioned
NZL,554070462,1,1,1,2,9,8,8,A religious person,10,Male,1969,50,Single,Unemployed
NZL,554070463,1,2,2,1,7,8,9,Not a religious person,4,Female,1998,21,Single,Part time
NZL,554070464,1,2,2,2,7,5,6,A religious person,7,Female,1979,40,Married,Full time
NZL,554070465,1,1,2,2,8,6,4,A religious person,7,Female,1947,72,Widowed,Part time
NZL,554070466,1,2,2,2,7,8,7,A religious person,7,Male,1963,56,Married,Full time
NZL,554070467,1,2,1,2,8,8,9,Not a religious person,7,Male,1970,49,Married,Full time
NZL,554070468,1,1,1,1,9,10,9,An atheist,3,Male,1957,62,Living together as married,Full time
NZL,554070469,1,2,1,2,8,8,7,Not a religious person,5,Male,1983,36,Married,Full time
NZL,554070470,2,3,2,2,7,8,7,A religious person,,Female,1952,67,Married,Retired/pensioned
NZL,554070471,1,3,1,1,8,10,9,Not a religious person,6,Female,1958,61,Married,Full time
NZL,554070472,2,2,2,,7,5,6,Not a religious person,6,Male,1945,74,Married,Retired/pensioned
NZL,554070473,1,1,2,1,9,9,9,A religious person,6,Female,1938,81,Married,Retired/pensioned
NZL,554070474,1,1,1,2,10,9,9,A religious person,5,Female,1963,56,Married,Part time
NZL,554070475,1,1,1,2,7,5,7,Not a religious person,,,,,Single,Part time
NZL,554070476,1,1,1,1,8,10,8,Not a religious person,4,Male,1964,55,Married,Full time
NZL,554070477,,,,,8,2,2,Not a religious person,5,Male,1961,58,Living together as married,Full time
NZL,554070478,1,2,1,2,8,8,8,Not a religious person,5,Male,1959,60,Married,Full time
NZL,554070479,1,1,2,2,8,9,9,A religious person,5,Female,1959,60,Single,Full time
NZL,554070480,1,1,1,,7,8,8,A religious person,5,Female,1931,88,Married,Retired/pensioned
NZL,554070481,2,3,1,2,8,8,10,Not a religious person,,Male,1947,72,Married,Retired/pensioned
NZL,554070482,1,2,2,2,7,6,6,Not a religious person,3,Female,1980,39,Separated,Part time
NZL,554070483,1,3,2,2,8,8,7,An atheist,,Male,,,Married,Full time
NZL,554070484,1,2,2,2,7,8,9,A religious person,4,Female,,,Married,Part time
NZL,554070485,1,1,1,1,9,10,10,Not a religious person,4,Male,1981,38,Married,Full time
NZL,554070486,1,1,2,2,6,7,7,A religious person,6,Male,1965,54,Single,Full time
NZL,554070487,1,2,2,3,6,5,8,Not a religious person,,Female,1974,45,Married,Homemaker not otherwise employed
NZL,554070488,2,1,1,4,10,10,,Not a religious person,,Female,1954,65,Single,Unemployed
NZL,554070489,1,1,1,3,4,8,8,Not a religious person,9,Male,1948,71,Married,Retired/pensioned
NZL,554070490,1,1,2,1,10,9,5,A religious person,7,Male,1965,54,Married,Full time
NZL,554070491,1,1,1,2,8,9,9,Not a religious person,8,Female,1951,68,Widowed,Part time
NZL,554070492,1,1,3,1,7,8,4,A religious person,8,Male,1947,72,Married,Retired/pensioned
NZL,554070493,,,,,5,1,6,Not a religious person,,Female,1945,74,Married,Retired/pensioned
NZL,554070494,1,1,3,1,8,8,7,Not a religious person,3,Female,1976,43,Married,Full time
NZL,554070495,1,1,2,3,10,8,10,An atheist,,Female,1950,69,Living together as married,Retired/pensioned
NZL,554070496,1,1,2,4,8,7,5,A religious person,1,Female,1941,78,Married,Retired/pensioned
NZL,554070497,1,2,1,1,7,8,8,An atheist,2,Female,1971,48,Living together as married,Full time
NZL,554070498,1,2,2,4,8,8,9,A religious person,,Male,1942,77,Married,Retired/pensioned
NZL,554070499,1,2,2,3,8,10,10,Not a religious person,3,Female,1963,56,Married,Part time
NZL,554070500,1,1,1,1,9,8,10,Not a religious person,8,Male,1946,73,Married,Retired/pensioned
NZL,554070501,1,1,1,2,8,8,8,A religious person,3,Female,1973,46,Married,Part time
NZL,554070502,1,1,1,2,10,10,10,A religious person,8,Female,1989,30,Married,Full time
NZL,554070503,1,2,2,1,8,8,8,Not a religious person,,Female,1973,46,Married,Full time
NZL,554070504,1,,3,2,7,,1,Not a religious person,5,Male,1953,66,Married,Full time
NZL,554070505,1,1,1,1,8,6,5,Not a religious person,8,Male,1962,57,Married,Full time
NZL,554070506,1,2,1,2,8,9,8,Not a religious person,,Female,1955,64,Married,Homemaker not otherwise employed
NZL,554070507,1,1,1,2,7,8,4,A religious person,4,Female,1988,31,Married,Full time
NZL,554070508,1,1,1,2,8,8,7,Not a religious person,4,Male,1955,64,Married,Retired/pensioned
NZL,554070509,1,2,1,4,10,10,9,A religious person,,Female,1949,70,Married,Homemaker not otherwise employed
NZL,554070510,1,1,2,1,,,,A religious person,,Male,1963,56,Single,Other
NZL,554070511,1,1,1,2,7,6,7,Not a religious person,,Male,1985,34,Living together as married,Full time
NZL,554070512,1,2,2,3,8,7,10,A religious person,3,Female,1954,65,Married,Retired/pensioned
NZL,554070513,1,2,2,3,7,10,9,Not a religious person,4,Female,1944,75,Married,Retired/pensioned
NZL,554070514,1,1,1,1,10,10,10,A religious person,,Female,1988,31,Single,Unemployed
NZL,554070515,1,2,1,2,4,5,4,A religious person,,Female,1951,68,Widowed,Part time
NZL,554070516,1,1,1,1,10,7,7,Not a religious person,,Female,1979,40,Living together as married,Full time
NZL,554070517,1,2,2,2,6,7,9,,4,Male,1953,66,Married,Full time
NZL,554070518,2,2,1,2,7,5,7,An atheist,5,Female,1982,37,Divorced,Part time
